cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate ,age,concrete_compressive_strength
272.6,0.0,89.6,198.7,10.6,931.3,762.2,28,32.25
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,3,15.34
480.0,0.0,0.0,192.0,0.0,936.2,712.2,90,54.32
155.0,0.0,143.0,193.0,9.0,877.0,868.0,28,9.74
295.7,0.0,95.6,171.5,8.9,955.1,859.2,3,22.95
200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28,49.25
296.0,0.0,106.7,221.4,10.5,819.2,778.4,28,31.42
237.5,237.5,0.0,228.0,0.0,932.0,594.0,270,38.41
350.0,0.0,0.0,203.0,0.0,974.0,775.0,90,31.35
183.9,122.6,0.0,203.5,0.0,959.2,800.0,28,24.05
277.0,0.0,0.0,191.0,0.0,968.0,856.0,360,33.7
356.0,0.0,142.0,193.0,11.0,801.0,778.0,28,40.87
277.1,0.0,97.4,160.6,11.8,973.9,875.6,14,41.89
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,28,25.73
322.0,0.0,0.0,203.0,0.0,974.0,800.0,28,25.18
304.0,76.0,0.0,228.0,0.0,932.0,670.0,28,47.81
284.0,15.0,141.0,179.0,5.5,842.0,801.0,56,44.52
385.0,0.0,0.0,186.0,0.0,966.0,763.0,14,27.92
192.0,288.0,0.0,192.0,0.0,929.8,716.1,3,12.79
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7,25.45
290.4,0.0,96.2,168.1,9.4,961.2,865.0,56,45.08
322.0,0.0,0.0,203.0,0.0,974.0,800.0,14,20.77
153.0,102.0,0.0,192.0,0.0,888.0,943.1,28,17.96
146.0,230.0,0.0,202.0,3.0,827.0,872.0,28,33.06
366.0,187.0,0.0,191.3,6.6,824.3,756.9,28,65.91
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100,50.94
313.0,161.0,0.0,178.0,10.0,917.0,759.0,28,52.44
158.4,0.0,194.9,219.7,11.0,897.7,712.9,28,8.54
132.0,207.0,161.0,179.0,5.0,867.0,736.0,28,33.3
331.0,0.0,0.0,192.0,0.0,978.0,825.0,3,13.52
388.6,97.1,0.0,157.9,12.1,852.1,925.7,3,28.1
153.1,145.0,113.0,178.5,8.0,1001.9,688.7,28,25.56
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,180,61.92
198.6,132.4,0.0,192.0,0.0,978.4,825.5,180,41.72
388.6,97.1,0.0,157.9,12.1,852.1,925.7,91,57.6
144.0,170.0,133.0,192.0,8.0,814.0,805.0,28,29.87
146.5,114.6,89.3,201.9,8.8,860.0,829.5,28,19.99
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7,21.18
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,67.57
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,14,20.08
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,100,47.82
389.9,189.0,0.0,145.9,22.0,944.7,755.8,28,74.5
190.0,190.0,0.0,228.0,0.0,932.0,670.0,270,50.66
491.0,26.0,123.0,210.0,3.9,882.0,699.0,7,33.49
237.0,92.0,71.0,247.0,6.0,853.0,695.0,28,28.63
250.0,0.0,95.7,187.4,5.5,956.9,861.2,56,38.33
290.2,193.5,0.0,185.7,0.0,998.2,704.3,7,21.86
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,14,38.77
200.0,133.0,0.0,192.0,0.0,965.4,806.2,7,17.17
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,28,25.18
393.0,0.0,0.0,192.0,0.0,940.0,758.0,3,19.11
424.0,22.0,132.0,168.0,8.9,822.0,750.0,7,40.29
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,3,41.64
314.0,145.0,113.0,179.0,8.0,869.0,690.0,28,46.23
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,14,26.31
332.5,142.5,0.0,228.0,0.0,932.0,594.0,270,40.27
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7,52.61
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,14,33.36
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,56,46.64
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,100,56.81
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,14,36.94
359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,68.75
236.0,0.0,0.0,194.0,0.0,968.0,885.0,3,6.47
305.3,203.5,0.0,203.5,0.0,965.4,631.0,7,25.89
375.0,93.8,0.0,126.6,23.4,852.1,992.6,7,45.7
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,3,18.0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.9
380.0,0.0,0.0,228.0,0.0,932.0,670.0,270,53.3
133.0,200.0,0.0,192.0,0.0,927.4,839.2,28,27.87
236.0,0.0,0.0,194.0,0.0,968.0,885.0,90,21.95
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,52.01
116.0,173.0,0.0,192.0,0.0,909.8,891.9,90,31.02
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,3,21.91
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28,30.57
304.8,0.0,99.6,196.0,9.8,959.4,705.2,28,30.12
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,3,19.52
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28,31.97
154.0,144.0,112.0,220.0,10.0,923.0,658.0,28,16.5
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,14,25.62
159.0,187.0,0.0,176.0,11.0,990.0,789.0,28,32.76
318.8,212.5,0.0,155.7,14.3,852.1,880.4,3,25.2
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,28,24.54
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,23.35
287.0,121.0,94.0,188.0,9.0,904.0,696.0,28,41.94
144.8,0.0,133.6,180.8,11.1,979.5,811.5,28,13.2
260.9,100.5,78.3,200.6,8.6,864.5,761.5,28,32.4
249.1,0.0,98.8,158.1,12.8,987.8,889.0,28,30.85
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,14,26.05
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,56,61.99
289.0,0.0,0.0,192.0,0.0,913.2,895.3,90,32.07
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,56,31.35
284.0,119.7,0.0,168.3,7.2,970.4,794.2,28,40.93
158.6,148.9,116.0,175.1,15.0,953.3,719.7,28,27.68
321.0,0.0,128.0,182.0,11.0,870.0,780.0,28,37.26
355.0,19.0,97.0,145.0,12.3,967.0,871.0,28,55.45
148.0,175.0,0.0,171.0,2.0,1000.0,828.0,28,26.92
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,14,33.7
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28,31.9
469.0,117.2,0.0,137.8,32.2,852.1,840.5,91,70.7
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,28,29.65
139.9,132.6,103.3,200.3,7.4,916.0,753.4,28,36.44
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180,48.7
236.0,157.0,0.0,192.0,0.0,972.6,749.1,90,47.78
540.0,0.0,0.0,162.0,2.5,1055.0,676.0,28,61.89
321.4,0.0,127.9,182.5,11.5,870.1,779.7,28,37.27
145.0,0.0,134.0,181.0,11.0,979.0,812.0,28,13.2
272.8,105.1,81.8,209.7,9.0,904.0,679.7,28,37.17
336.5,0.0,0.0,181.9,3.4,985.8,816.8,28,44.87
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,14,29.55
136.0,162.0,126.0,172.0,10.0,923.0,764.0,28,29.07
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,3,9.45
210.7,316.1,0.0,185.7,0.0,977.0,689.3,28,37.81
200.0,133.0,0.0,192.0,0.0,965.4,806.2,3,11.41
136.4,161.6,125.8,171.6,10.4,922.6,764.4,28,29.07
250.0,0.0,95.7,191.8,5.3,948.9,857.2,100,41.16
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,7,21.16
200.0,133.0,0.0,192.0,0.0,965.4,806.2,28,30.44
155.0,183.0,0.0,193.0,9.0,1047.0,697.0,28,18.28
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28,22.49
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180,50.95
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,28,31.12
323.7,282.8,0.0,183.8,10.3,942.7,659.9,3,28.3
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,44.42
321.3,164.2,0.0,190.5,4.6,870.0,774.0,28,57.22
143.6,0.0,174.9,158.4,17.9,942.7,844.5,28,15.42
288.0,121.0,0.0,177.0,7.0,908.0,829.0,28,42.13
480.0,0.0,0.0,192.0,0.0,936.2,712.2,3,24.4
237.5,237.5,0.0,228.0,0.0,932.0,594.0,28,30.08
325.6,166.4,0.0,174.0,8.9,881.6,790.0,28,61.24
277.0,116.8,91.0,190.6,7.0,946.5,665.6,28,43.58
425.0,106.3,0.0,151.4,18.6,936.0,803.7,28,61.8
155.0,183.0,0.0,193.0,9.0,877.0,868.0,28,23.79
150.0,237.0,0.0,174.0,12.0,1069.0,675.0,28,37.43
333.0,17.5,163.0,167.0,17.9,996.0,652.0,28,47.28
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,120,40.86
380.0,95.0,0.0,228.0,0.0,932.0,594.0,28,36.45
155.0,0.0,143.0,193.0,9.0,1047.0,697.0,28,12.46
261.0,100.0,78.0,201.0,9.0,864.0,761.0,28,32.4
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28,44.09
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7,18.13
190.0,190.0,0.0,228.0,0.0,932.0,670.0,180,46.93
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28,31.38
298.0,0.0,107.0,186.0,6.0,879.0,815.0,28,42.64
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,56,36.64
331.0,0.0,0.0,192.0,0.0,879.0,825.0,3,13.52
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,7,42.42
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14,38.6
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,56,51.26
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7,14.59
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,100,53.9
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.4
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,7,24.0
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28,32.05
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,3,11.98
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28,17.54
154.8,0.0,142.8,193.3,9.1,877.2,867.7,28,9.74
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,56,37.27
108.3,162.4,0.0,203.5,0.0,938.2,849.0,3,2.33
304.0,76.0,0.0,228.0,0.0,932.0,670.0,365,55.26
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28,31.74
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,100,33.54
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,3,18.02
277.1,0.0,97.4,160.6,11.8,973.9,875.6,100,55.64
192.0,288.0,0.0,192.0,0.0,929.8,716.1,90,50.73
333.0,0.0,0.0,192.0,0.0,931.2,842.6,90,41.68
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,28,27.77
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56,53.77
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180,34.49
290.4,0.0,96.2,168.1,9.4,961.2,865.0,14,34.67
393.0,0.0,0.0,192.0,0.0,940.6,785.6,90,48.85
149.0,153.0,194.0,192.0,8.0,935.0,623.0,28,24.58
237.5,237.5,0.0,228.0,0.0,932.0,594.0,7,26.26
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,56,50.77
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,14,24.43
322.0,0.0,116.0,196.0,10.0,818.0,813.0,28,31.18
401.8,94.7,0.0,147.4,11.4,946.8,852.1,56,73.7
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,7,15.58
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,56,44.4
281.0,0.0,0.0,185.0,0.0,1104.0,774.0,28,22.44
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,56,48.99
236.9,91.7,71.5,246.9,6.0,852.9,695.4,28,28.63
332.5,142.5,0.0,228.0,0.0,932.0,594.0,90,37.72
289.0,134.0,0.0,195.0,6.0,924.0,760.0,28,46.24
427.5,47.5,0.0,228.0,0.0,932.0,594.0,7,35.08
203.5,305.3,0.0,203.5,0.0,963.4,630.0,3,9.56
250.0,0.0,95.7,191.8,5.3,948.9,857.2,3,8.49
374.0,189.2,0.0,170.1,10.1,926.1,756.7,56,63.4
339.0,0.0,0.0,197.0,0.0,968.0,781.0,14,27.04
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3
313.0,145.0,0.0,127.0,8.0,1000.0,822.0,28,44.52
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3
252.1,97.1,75.6,193.8,8.3,835.5,821.4,28,33.4
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3
255.0,0.0,0.0,192.0,0.0,889.8,945.0,28,18.75
266.0,114.0,0.0,228.0,0.0,932.0,670.0,90,47.03
143.0,169.0,143.0,191.0,8.0,967.0,643.0,28,29.72
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3
321.0,164.0,0.0,190.0,5.0,870.0,774.0,28,57.21
387.0,20.0,94.0,157.0,11.6,938.0,845.0,28,46.68
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,56,43.5
387.0,20.0,94.0,157.0,14.3,938.0,845.0,3,22.75
298.2,0.0,107.0,209.7,11.1,879.6,744.2,28,31.88
480.0,0.0,0.0,192.0,0.0,936.2,712.2,28,43.94
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,39.3
276.0,116.0,90.0,180.0,9.0,870.0,768.0,28,44.28
312.9,160.5,0.0,177.6,9.6,916.6,759.5,28,52.45
405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28,52.3
290.4,0.0,96.2,168.1,9.4,961.2,865.0,100,48.97
439.0,177.0,0.0,186.0,11.1,884.9,707.9,3,39.3
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,90,29.39
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,14,26.77
102.0,153.0,0.0,192.0,0.0,887.0,942.0,7,7.68
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100,63.53
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,7,14.5
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,28,27.94
387.0,20.0,94.0,157.0,13.9,938.0,845.0,3,25.51
277.0,0.0,0.0,191.0,0.0,968.0,856.0,14,21.26
475.0,118.8,0.0,181.1,8.9,852.1,781.5,3,37.8
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28,40.86
342.0,38.0,0.0,228.0,0.0,932.0,670.0,270,55.06
166.8,250.2,0.0,203.5,0.0,975.6,692.6,90,43.57
198.6,132.4,0.0,192.0,0.0,978.4,825.5,360,44.3
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,28,37.4
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28,37.42
288.0,192.0,0.0,192.0,0.0,932.0,717.8,90,50.53
475.0,0.0,0.0,228.0,0.0,932.0,594.0,180,42.62
159.0,209.0,161.0,201.0,7.0,848.0,669.0,28,30.88
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14,35.96
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,3,11.85
331.0,0.0,0.0,192.0,0.0,978.0,825.0,180,39.0
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,1,12.64
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,3,14.4
337.9,189.0,0.0,174.9,9.5,944.7,755.8,7,35.1
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,56,32.85
380.0,95.0,0.0,228.0,0.0,932.0,594.0,7,32.82
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3
164.0,163.0,128.0,197.0,8.0,961.0,641.0,28,27.23
139.7,163.9,127.7,236.7,5.8,868.6,655.6,28,35.23
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,100,42.92
313.3,145.0,0.0,178.5,8.0,1001.9,688.7,28,41.05
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,100,52.96
277.0,0.0,0.0,191.0,0.0,968.0,856.0,90,31.25
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,7,12.37
252.3,0.0,98.8,146.3,14.2,987.8,889.0,100,60.95
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,7,17.24
156.0,178.0,187.0,221.0,7.0,854.0,614.0,28,29.41
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,100,40.86
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,100,48.15
151.8,178.1,138.7,167.5,18.3,944.0,694.6,28,36.35
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7,14.2
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360,44.7
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,56,35.57
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,7,13.71
475.0,118.8,0.0,181.1,8.9,852.1,781.5,56,72.3
531.3,0.0,0.0,141.8,28.2,852.1,893.7,28,56.4
238.1,0.0,94.1,186.7,7.0,949.9,847.0,56,39.59
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,3,7.4
339.0,0.0,0.0,197.0,0.0,968.0,781.0,180,36.45
295.7,0.0,95.6,171.5,8.9,955.1,859.2,56,48.72
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3
304.0,140.0,0.0,214.0,6.0,895.0,722.0,28,33.42
236.0,0.0,0.0,194.0,0.0,968.0,885.0,14,12.84
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,28,38.2
425.0,106.3,0.0,151.4,18.6,936.0,803.7,3,36.3
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,56,56.85
401.8,94.7,0.0,147.4,11.4,946.8,852.1,3,41.1
149.0,118.0,92.0,183.0,7.0,953.0,780.0,28,23.52
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,28,24.85
359.0,19.0,141.0,154.0,10.9,942.0,801.0,3,23.64
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,3,15.61
299.8,0.0,119.8,211.5,9.9,878.2,727.6,28,23.84
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,28,55.51
160.2,188.0,146.4,203.2,11.3,828.7,709.7,28,35.31
288.4,121.0,0.0,177.4,7.0,907.9,829.5,28,42.14
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,35.36
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,3,12.45
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90,39.49
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,100,33.56
385.0,0.0,136.0,158.0,20.0,903.0,768.0,28,55.55
252.3,0.0,98.8,146.3,14.2,987.8,889.0,28,50.6
385.0,0.0,0.0,186.0,0.0,966.0,763.0,3,14.7
355.9,0.0,141.6,193.3,11.0,801.4,778.4,28,40.87
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,51.02
166.8,250.2,0.0,203.5,0.0,975.6,692.6,28,33.95
157.0,236.0,0.0,192.0,0.0,935.4,781.2,90,43.38
145.0,116.0,119.0,184.0,5.7,833.0,880.0,28,29.16
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180,32.72
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,7,18.91
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3
312.7,0.0,0.0,178.1,8.0,999.7,822.2,28,25.1
255.0,0.0,0.0,192.0,0.0,889.8,945.0,90,21.86
151.0,0.0,184.0,167.0,12.0,991.0,772.0,28,15.57
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3,30.45
255.0,0.0,0.0,192.0,0.0,889.8,945.0,3,8.2
250.2,166.8,0.0,203.5,0.0,977.6,694.1,90,47.71
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,28,30.22
132.0,206.5,160.9,178.9,5.5,866.9,735.6,28,33.31
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28,21.07
475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28,57.23
136.0,196.0,98.0,199.0,6.0,847.0,783.0,28,26.97
194.7,0.0,100.5,170.2,7.5,998.0,901.8,100,44.28
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,3,12.47
331.0,0.0,0.0,192.0,0.0,978.0,825.0,90,37.23
310.0,0.0,0.0,192.0,0.0,970.0,850.0,90,34.68
475.0,0.0,0.0,228.0,0.0,932.0,594.0,7,38.6
198.6,132.4,0.0,192.0,0.0,978.4,825.5,28,28.02
162.0,207.0,172.0,216.0,10.0,822.0,638.0,28,39.84
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,14,29.59
350.0,0.0,0.0,203.0,0.0,974.0,775.0,14,22.53
356.0,119.0,0.0,160.0,9.0,1061.0,657.0,28,59.0
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,28,51.33
254.0,0.0,0.0,198.0,0.0,968.0,863.0,365,29.79
322.0,0.0,0.0,203.0,0.0,974.0,800.0,180,29.59
298.1,0.0,107.0,186.4,6.1,879.0,815.2,28,42.64
252.3,0.0,98.8,146.3,14.2,987.8,889.0,56,55.83
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,7,17.24
475.0,0.0,0.0,228.0,0.0,932.0,594.0,28,39.29
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28,25.22
159.8,250.0,0.0,168.4,12.2,1049.3,688.2,28,39.46
254.0,0.0,0.0,198.0,0.0,968.0,863.0,180,27.63
531.3,0.0,0.0,141.8,28.2,852.1,893.7,3,41.3
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28,43.7
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,7,14.8
451.0,0.0,0.0,165.0,11.3,1030.0,745.0,28,78.8
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,3,15.52
160.0,250.0,0.0,168.0,12.0,1049.0,688.0,28,39.45
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,7,24.0
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,25.02
359.0,19.0,141.0,154.0,10.9,942.0,801.0,28,62.94
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,14,31.35
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,3,7.32
237.5,237.5,0.0,228.0,0.0,932.0,594.0,180,36.25
359.0,19.0,141.0,154.0,10.9,942.0,801.0,7,38.61
183.9,122.6,0.0,203.5,0.0,959.2,800.0,7,10.79
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.2
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,28,41.2
116.0,173.0,0.0,192.0,0.0,909.8,891.9,7,10.09
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,28,33.27
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,3,13.62
310.0,0.0,0.0,192.0,0.0,970.0,850.0,28,27.92
387.0,20.0,94.0,157.0,14.3,938.0,845.0,7,36.84
333.0,0.0,0.0,192.0,0.0,931.2,842.6,28,31.97
233.8,0.0,94.6,197.9,4.6,947.0,852.2,3,10.38
193.5,290.2,0.0,185.7,0.0,998.2,704.3,28,32.63
237.5,237.5,0.0,228.0,0.0,932.0,594.0,90,33.12
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,33.08
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,3,12.55
436.0,0.0,0.0,218.0,0.0,838.4,719.7,28,23.85
153.6,144.2,112.3,220.1,10.1,923.2,657.9,28,16.5
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,28,24.9
255.0,99.0,77.0,189.0,6.0,919.0,749.0,28,33.8
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,100,40.39
401.8,94.7,0.0,147.4,11.4,946.8,852.1,7,54.1
374.0,0.0,0.0,190.0,7.0,1013.0,730.0,28,39.05
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,7,17.54
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,14,22.32
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,28,41.41
173.0,116.0,0.0,192.0,0.0,946.8,856.8,7,11.39
102.0,153.0,0.0,192.0,0.0,887.0,942.0,28,17.28
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,100,43.58
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,14,33.09
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,14,29.75
151.6,0.0,111.9,184.4,7.9,992.0,815.9,28,12.18
153.0,145.0,0.0,178.0,8.0,1000.0,822.0,28,19.01
337.9,189.0,0.0,174.9,9.5,944.7,755.8,56,59.89
166.8,250.2,0.0,203.5,0.0,975.6,692.6,3,6.9
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,28,37.42
108.3,162.4,0.0,203.5,0.0,938.2,849.0,7,7.72
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,100,40.57
167.0,187.0,195.0,185.0,7.0,898.0,636.0,28,23.89
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.2
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.2
142.0,167.0,130.0,174.0,11.0,883.0,785.0,28,44.61
318.8,212.5,0.0,155.7,14.3,852.1,880.4,7,33.4
250.0,0.0,95.7,191.8,5.3,948.9,857.2,28,27.22
366.0,187.0,0.0,191.0,7.0,824.0,757.0,28,65.91
164.0,0.0,200.0,181.0,13.0,849.0,846.0,28,15.09
222.4,0.0,96.7,189.3,4.5,967.1,870.3,28,24.89
307.0,0.0,0.0,193.0,0.0,968.0,812.0,90,32.92
153.0,102.0,0.0,192.0,0.0,888.0,943.1,3,4.78
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7,11.96
212.0,141.3,0.0,203.5,0.0,973.4,750.0,7,15.03
149.5,236.0,0.0,175.8,12.6,846.8,892.7,28,32.96
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,7,14.2
446.0,24.0,79.0,162.0,10.3,967.0,712.0,56,54.77
322.2,0.0,115.6,196.0,10.4,817.9,813.4,28,31.18
359.0,19.0,141.0,154.0,10.9,942.0,801.0,7,35.75
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,56,45.08
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7,7.51
249.1,0.0,98.8,158.1,12.8,987.8,889.0,14,28.68
318.8,212.5,0.0,155.7,14.3,852.1,880.4,91,68.1
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,3,15.05
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,100,44.21
310.0,0.0,0.0,192.0,0.0,971.0,850.6,3,9.87
450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28,39.38
277.0,117.0,91.0,191.0,7.0,946.0,666.0,28,43.57
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,100,49.99
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,100,66.95
374.0,189.2,0.0,170.1,10.1,926.1,756.7,28,61.09
380.0,95.0,0.0,228.0,0.0,932.0,594.0,90,40.56
359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,66.78
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91,66.6
